"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日","テスト1","テスト2","テスト3"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01809-9","A cascade X-ray energy converting approach toward radio-afterglow cancer theranostics","","","2024/06/27","10","69.1","85.1"
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01809-9","A cascade X-ray energy converting approach toward radio-afterglow cancer theranostics","","","2024/06/27","10","69.1","85.1"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01809-9","A cascade X-ray energy converting approach toward radio-afterglow cancer theranostics","","","2024/06/27","10","69.1","85.1"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01628-y","Van der Waals quaternary oxides for tunable low-loss anisotropic polaritonics","","","2020/03/08","10","24.9","37.9"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01628-y","Van der Waals quaternary oxides for tunable low-loss anisotropic polaritonics","","","2020/03/08","10","24.9","37.9"
"10 マルチモーダル・複合的解析・統合手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01628-y","Van der Waals quaternary oxides for tunable low-loss anisotropic polaritonics","","","2020/03/08","10","24.9","37.9"
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-023-01583-0","Third-order exceptional line in a nitrogen-vacancy spin system","","","2024/01/11","10","44","21.3"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-023-01583-0","Third-order exceptional line in a nitrogen-vacancy spin system","","","2024/01/11","10","44","21.3"
"5 電気・電子・磁気・光学的測定","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-023-01583-0","Third-order exceptional line in a nitrogen-vacancy spin system","","","2024/01/11","10","44","21.3"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-024-01609-1","Mechanical stimulation and electrophysiological monitoring at subcellular resolution reveals differential mechanosensation of neurons within networks","","","2021/01/18","10","18","9.3"
"14 その他（複合材料・特殊構造体等）","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01609-1","Mechanical stimulation and electrophysiological monitoring at subcellular resolution reveals differential mechanosensation of neurons within networks","","","2021/01/18","10","18","9.3"
"10 マルチモーダル・複合的解析・統合手法","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01609-1","Mechanical stimulation and electrophysiological monitoring at subcellular resolution reveals differential mechanosensation of neurons within networks","","","2021/01/18","10","18","9.3"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01693-3","Projected performance of Si- and 2D-material-based SRAM circuits ranging from 16 nm to 1 nm technology nodes","","","2021/09/29","10","58.2","94"
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-024-01693-3","Projected performance of Si- and 2D-material-based SRAM circuits ranging from 16 nm to 1 nm technology nodes","","","2021/09/29","10","58.2","94"
"6 シミュレーション・理論・データ駆動型手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01693-3","Projected performance of Si- and 2D-material-based SRAM circuits ranging from 16 nm to 1 nm technology nodes","","","2021/09/29","10","58.2","94"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01698-y","Selective and quasi-continuous switching of ferroelectric Chern insulator devices for neuromorphic computing","","","2024/04/21","10","50","16.3"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01698-y","Selective and quasi-continuous switching of ferroelectric Chern insulator devices for neuromorphic computing","","","2024/04/21","10","50","16.3"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01698-y","Selective and quasi-continuous switching of ferroelectric Chern insulator devices for neuromorphic computing","","","2024/04/21","10","50","16.3"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01765-4","Acid-degradable lipid nanoparticles enhance the delivery of mRNA","","","2025/10/27","10","86.3","8"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01765-4","Acid-degradable lipid nanoparticles enhance the delivery of mRNA","","","2025/10/27","10","86.3","8"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01765-4","Acid-degradable lipid nanoparticles enhance the delivery of mRNA","","","2025/10/27","10","86.3","8"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01783-2","Non-discriminating engineered masking of immuno-evasive ligands on tumour-derived extracellular vesicles enhances tumour vaccination outcomes","","","2025/03/31","10","0.3","60.3"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01783-2","Non-discriminating engineered masking of immuno-evasive ligands on tumour-derived extracellular vesicles enhances tumour vaccination outcomes","","","2025/03/31","10","0.3","60.3"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01783-2","Non-discriminating engineered masking of immuno-evasive ligands on tumour-derived extracellular vesicles enhances tumour vaccination outcomes","","","2025/03/31","10","0.3","60.3"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-024-01798-9","Magnetoelectric nanodiscs enable wireless transgene-free neuromodulation","","","2024/10/17","10","3","88"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01798-9","Magnetoelectric nanodiscs enable wireless transgene-free neuromodulation","","","2024/10/17","10","3","88"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01798-9","Magnetoelectric nanodiscs enable wireless transgene-free neuromodulation","","","2024/10/17","10","3","88"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01607-3","My cell is better than yours","","","2023/08/17","10","83.8","35.8"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01607-3","My cell is better than yours","","","2023/08/17","10","83.8","35.8"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01607-3","My cell is better than yours","","","2023/08/17","10","83.8","35.8"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-023-01598-7","Full-length single-molecule protein fingerprinting","","","2025/11/09","10","8.7","39.3"
"14 その他（複合材料・特殊構造体等）","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01598-7","Full-length single-molecule protein fingerprinting","","","2025/11/09","10","8.7","39.3"
"7 ナノバイオ・医療・生体応用実験・評価","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01598-7","Full-length single-molecule protein fingerprinting","","","2025/11/09","10","8.7","39.3"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01756-5","Durable and programmable ultrafast nanophotonic matrix of spectral pixels","","","2025/03/05","10","50.5","60"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01756-5","Durable and programmable ultrafast nanophotonic matrix of spectral pixels","","","2025/03/05","10","50.5","60"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01756-5","Durable and programmable ultrafast nanophotonic matrix of spectral pixels","","","2025/03/05","10","50.5","60"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-024-01721-2","Single-molecule sensing inside stereo- and regio-defined hetero-nanopores","","","2020/07/01","10","69.9","26.5"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-024-01721-2","Single-molecule sensing inside stereo- and regio-defined hetero-nanopores","","","2020/07/01","10","69.9","26.5"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-024-01721-2","Single-molecule sensing inside stereo- and regio-defined hetero-nanopores","","","2020/07/01","10","69.9","26.5"
